"","stars","text","sentiment"
"397",2,"Brought the kids here for Dosa's.  It started off with an I love Indian food.
Mommy doesn't.  I suggested we go for a walk and try the House of Dosa and have dinner there.
What's a Dosa?  They asked.  And if you must ask, then you should continue to read on those others who have reviewed here before.

The kids never having tried a Dosa were curious and shocked as to how big it was.  Actually it's not that much, just that the oversized crepe looks impressive at first sight.  
There are so many varieties that they decided to try the basic.  One had chicken, the other had beef. and we all tried the chicken 67 or 57 or 78?  Doh! I can't remember!
And we had the pakora's which I quite like here.

As for the Dosa, I just thought it was meh today.  And my Lassi was a bit too salty.  The kids loved the Mango shakes.

Unfortunately it didn't impress them as much as I'd hoped.  They're more on the kick of a butter chicken which I keep telling them that it's not really Indian food.  It's like us eating sweet and sour pork and fortune cookies.

Not that I'm complaining, but that on this evening, it was just meh.
Yes meh.  not Yay!

Maybe I've been over dosa'd?

I did get to give them a lesson on what is Cricket!
And so their food education continues!",-1
"398",2,"Very disappointing food and service. Dinner took over three hours and not because we were leisurely. Although we were seated immediately (had a reservation for eight), it took a ridiculously long time to get our drink orders in, and then have them served.  The food was lacking on flavor. I had the albacore tuba, pan grilled. I expected a crust, but received it slightly browned and devoid any seasoning. The faro seemed undercooked and again lacking seasoning. However, the seafood tower looked good in other tables, so perhaps I just ordered poorly. Others at our table ate their meals, but none left talking about the quality. Will not go back.",-1
"399",1,"Oh, Ma Soba... I wanted to love you.
It started out so good when we noticed you had $4 draft beer. This should be instant love... until we figured out why it was so cheap. Small mugs. Dirty taps. Being handed the wrong beer.

We chalked it up to a mistake and thought that maybe the edamame will be better. It's hard to mess up edamame.
Except they did.
My guess? Frozen edamame... and clearly microwaved. The soy beans were squishy and slimy, not crisp and salty. It was really disappointing.

Maybe the food will be better? Not so much.
Somehow, despite being smoothered in soy sauce, the yaki soba was amazingly bland. We decided the sauce must taste like the tears of a thousand dead Asian relatives... but not in an awesome, magical way... but in a sad, you've lost your honor kind of way.

Oh yeah, our waitress had issues, too. 
I get it. I have huge feet. I deal with it. But geez... our waitress managed to step on my feet every time she came to our table. EVERY TIME. My feet were always under the table. I'm not sure what was going on, but I was tired of being stepped on.

*sighs* Avoid.",-1
"400",2,"This is my 2nd stay at this hotel. ( & last). We checked in and the first room was incorrect, 2nd was filthy and kept the 3rd room. The building was fine, there is an issue that needs to be addressed with housekeeping. When we got a room that appeared tidy it was missing appropriate linens. The breakfast was mediocre at best. The coffee wasn't good, and many things were empty. This hotel could be fine with some effort. Bummer it's in a convenient location.",-1
"401",1,"I checked the menu -- it's the same as when we went there for dinner in October, 2013 - THE WORST EVER! At  time, the manager brought over the chef, who told my husband (previously a chef in SF) that the raw chicken he sent back was cooked to 165 degrees - when my husband asked if he would eat the raw chicken, he said he would. The guy is cracked - if you want to be sick, go ahead and eat. In my mind, the chef is not a chef, but poser wannabe. Until the menu changes or an article comes out that the chef is gone, I won't be back. Sadly, it WAS a great go to.",-1
"402",2,"First things first, I spent over 20$ on their pastries earlier this month and found a piece of plastic in one of the chocolate pastries, I sent them an email---no response. I mentioned having a picture, but their website online did not allow me to attach anything to the email.
Before the plastic incident, I tried the black cherry cake which was so-so..If I didn't know there was some cherry jam in it, I am not sure I'd have guessed. My husband had a chocolate Opera and was not impressed either,it was not even chocolatey,tasted more like a vanilla cream.
Anyway, I am giving 2 stars to be fair, they are for the sweet cheese pirozhok which was great! I may return for it.
I did not eat the rest of the pastries cause I did not know what else I might find in them...
To those who think that they received a bad customer service because they are Hispanic. Please do not assume that. It is just a cultural difference,nothing personal or racist. Don't get offended if they don't smile and be prepared to approach the shop worker yourself.",-1
"403",2,"Food was okay. Tons of underage kids coming at night to party. Also, they played rap music not Greek music. An undressed woman came out and asked to dance with my boyfriend and then asked to dance with the married man next to me when his wife went to the bathroom. Trashy and not a good representation of greek.",-1
"404",2,"Dined here on a groupon & am I happy I didn't pay full price!
I had the crab cake sandwich w/a strange slaw--only fair.
Husband had mussels -- smallest ones ever seen & half were empty
But the broth was plain terrible. Should have sent that back after
1 taste. Also noted, shrimp w/ Parmesan (should never be served w/ seafood)
not the friendliest place either.",-1
"405",2,"Passenger-facing employees should know the company's product or package offerings. The self check kiosk lacked the Even More label even though my ticket was for even more seating. The desk attendant said that the seating package did not qualify and continued that it separate, but I asked her to check. Additionally I asked her to check my future flights because all should have the even more package. She called the manager who quickly provided a fix with a stamp on my ticket. I asked the manger this time to check my future flights because I purchase their Even More product for future flight. The desk attendant acted miffed and said ""it's not like I can stamp your future ticket."" The manager assured it should be on future flights. The desk attendant silenced. Passenger-facing employees should be educated in the company's product offerings. If they are in-training they should wear a name tag stating as such.",-1
"406",1,"I've been here before but it's gone so down hill. Paid extra for breast that was the size of a large wing . It was overcooked and puny. I gave it a one because the pie was at least good",-1
"407",2,"The internet here at the laptop stations is slower than 3G. DSL reports showed 784 kbits/sec download, with a half second latency. That's insanely slow.",-1
"408",2,"The cinema suites at AMC are very nice. Very comfortable leather recliners which make you feel like you are watching a movie in the comfort of your own home. The reason I gave it a low score is due to the poor service and bland sub par food. Not to mention the price. $5.00 for a soda and we were never even given refills. I was paying with a credit card and I gave it to the waitress. She returned with my bill again and walked away. There was no credit card in there. I put on my light and 20 minutes later she still hadn't returned. Finally the movie ended and I had to track her down to get my credit card back. She claimed I never gave her my credit card but wasn't too concerned that it was now lost. The assistant manager was trying to find it. Eventually someone turned it in and they proceeded to charge me for the bill and argued with me and make me feel like I was the one in the wrong. I was so frustrated by the time I left that I told them I wouldn't be back. I would go back but only to watch a movie. Never again will I do the dine in. Horrible food service and way too expensive.",-1
"409",1,"I wish I checked reviews before booking this Hotel. They kicked us out with two small kids in the middle of the night without any options to stay. Parking is payable (for the prices they charge and headache they gave us it should be free with free car washes).
My family and I arrived at midnight, I emailed them in advance that we are coming late and will spend all day traveling. To my surprise, when we came hotel receptionist told us that the room we booked was given away to someone else. The card on file was declined and without giving it a thought they assumed that a family with two kids, arriving at midnight, shouldn't be notified. It is their policy not to call you if anything is wrong with your reservation. First of all, in the state were we live and ALL other places we stayed before, you pay for the room when you check out not before you arrive!!!! Or at least at the moment when you check-in. To my shock and frustration, they added a horrific customer service. the shift manager was treating me like I am stupid and asked if I understand English and what else he has to explain to me so I understand and leave. I wish I took his name, I would complain to the headquarters. Luckily Orlando has plenty of more friendlier hotel and we were able to get a waaaay better room for waaay better price just two blocks down. Sorry, Hilton is no no for us.",-1
"410",2,"Great Location

Drip coffee is too weak
Music is too loud

50/50 on friendly staff

Open 24 hours",-1
"411",2,"My husband and I have had good experiences at Hudson Grill before (even at this location in Midtown), but this was not one of them.  Granted, we came during 3 big games, which meant there was quite a rush in the kitchen.  Still, it took at 15 minutes for me to receive my Bailey's coffee after ordering.

I ordered Pedro's Delight with cheddar and no bun, and I've had this same exact burger before and loved it, but it didn't sit well with me this time.  The guacamole was very meh.  The fries were nothing special.  I was disappointed, and I don't think I even ate half of my lunch.

The chili tater tots were exactly like what we expected: gooey, messy, and all-American.  I know this is a complete generalization, but if you're a dude there for the game, you'll probably love these.  Next time I'd like to try some of the other appetizers on the menu; there are a lot to choose from.

Our server Nico was very friendly and kind.  The atmosphere was understandably loud and charged for the game.  The restaurant has two levels and lots of tables, so we were sat immediately, which was a great relief after being told Taco Mac across the street had a wait of 45 minutes.  And, all considering, the wait for our food was a consequence of the games.  It's just surprising that, considering the price and after having 2 good previous experiences, both my husband and I didn't feel like finishing our burgers.  There just wasn't much good about them.  Maybe I'll try a sandwich next time?",-1
"412",1,"Beware the Best Buy Verizon folks.  They sold me a super good deal on a phone if switched carrier.  95% lies.  They also said a phone that worked an hour age was dead which it wasn't.  When I contacted corporate they just said I was under contract.  Never mentioned fees, set up, etc.  bait, switch, pay.  Learning experience.  Misleading, deceptive, scam, Verizon has lost me as a customer.  So has Best Buy.  They blatantly lied, even that I was talking to Best Buy, not Verizon.
I didn't get a bill because they did not ask for my email address and clearly created one, a non existent address. The whole experience was incredibly unprofessional.  I will never shop at Best Buy again because they enabled Verizon to lie and steal from me costing me money I didn't have based on deception.",-1
"413",2,"Good food but terrible service. Don't clean the tables, used dishes everywhere. Asked twice for cleanup and was told we will clean up soon, never happened. If you are understaffed, fix it. It's most unappetizing to see used plates all around you.",-1
"414",2,"I ordered Chicken biryani and Chicken 65 for lunch. Taste was average had better biryanis in the city. The worst part was the Chicken 65, it was semi-gravy. Chicken 65 is supposed to be dry. Its as if they took the chicken pieces from the Biryani and gave it as chicken 65. Probably will not visit again.",-1
"415",1,"Will not be back!!! The service was just awful. We used a Scoutmob and they tried to act like we could not use it by saying they no longer accept it. However, I quickly let them know that the Scoutmob for this location was recently added. So, they decided to take it grudgingly. The food was only decent. The location is in some shady strip mall. The value was just okay. When we were about to pay, the server handed us a bill and I reminded her that we were using the 1/2 off Scoutmob deal, so she took the bill back and came back with another that was pretty much the same except $8 difference...REALLY?!? She added the 18% tax but also a so-called Scoutmob fee...RIDICULOUS!!!!",-1
"416",2,"we have been to at least 7 different ale houses while traveling.
The international drive location is sub par to the others.
our server Luis seemed like he didn't want to be there this day.
also I asked the person in charge of our area to put a fishing show on the tv near our table.
there are mounted fish all around the place after all.
he put on golf and came over to see if that is what I wanted I said no that's not fishing and golf stayed on the whole time we ate. my wife unwrapped her silverware and it was dirty,
now the food.  we love the osso bocco this time it was over cooked and hard Luis did come and ask if it was ok we said fine because we had a plane to catch.
I will go back but not to this location",-1
"417",2,"An ok place, staff are friendly but we were placed in an area that our server had with 2 large parties. Food came out at best warm and had to be sent back. Looks nice in presentation, fair in taste and a bit too salty.",-1
"418",2,"I have mixed opinions about the apt.

What's good:
It has a nice club house, on-site workout room, pool, and lots of trees. It's very close to Hill Elementary (very good elementary school, for those who have kids) and Lowes, Home Depot, Costco, Sam's Club, Randalls, HEB, Target, Walmart, WholeFoods, Sprouts,  ...

What's bad:
Water bill is outrageous. I think it's a shenanigan from the management company.  Water bill is 3-month delayed. I moved out on 12/31/2013, and then in Jan I got the bill for Oct-Dec 2013, which is more than $320 (over $100 per month)!  It's definitely unreasonable for 2 adults and a 6-yo (I always took shower after workout at gym).  Since there is some delay in water bill, the bill for the last couple months was based on estimate, and the management company ""conveniently"" marked up the price.  I was paying $50-$70/month in June-Sept, and obviously summer consumption should be more than winter.  When I asked about this, the manager first told me it's an estimate, but then told me it's actual bill. I know for a fact that the actual bill doesn't arrive until 3 months later, otherwise I would have received the Oct bill before I moved out in Dec.  After I challenged her, she told me it's an ""accurate estimate"". Then when I asked her if there would be any adjustment once the actual bill came out, she said no. So you can see here how the management company makes money easily.

Before I moved out, I hired a professional cleaning company to perform a thorough move-out cleaning.  We only lived there for half a year and we kept everything clean, so it wasn't bad at all to begin with.  The cleaning lady spent 3 hours and did a wonderful job, but the apt management still charged me $105 for cleaning.

The apt is old (built in 1970s), and you'll definitely feel it.  The fans kept clanking, the a/c kept dripping water on the wall, the stove came on and off depending on its mood, ...",-1
"419",1,"My 15 friends and I were super excited to celebrate a weekend away together and decided to have dinner and drinks at the Gnarly Gar on our first night. We rented a great townhouse on the lake within walking distance to the marina and restaurant. Unfortunately some of our friends had to finish their work week before heading here from Dallas. It was late when they arrived but we were all super hungry and ready to get out together and listen to some live music and have some cocktails to celebrate our getaway. 
The Gnarly Gar was super cute on the outside but their staff could learn some hospitable manners. Our table of 16 was approached by a staff member that said ""our kitchen closes at 11.  You don't want to be those people that order 3 minutes before closing, right.""  
I've worked in the service industry for 20 plus years and I've never turned a customer down for food service before my restaurant closed.  We were told we could stay for drinks but my group already had plenty of cocktails at the house.  I can't believe they turned down such a huge table with such a horrible attitude. 
The Gnarly Gar was by far the worst experience of our trip here.",-1
"420",2,"My boyfriend and I went here after a night at the theatre -- very conveniently located on Huntington Ave. Since we were famished, we thought why not give a try?

I wish I would have gone elsewhere. 

It was not busy but we had to wait for a table.  We had a hard time communicating to our waitress what we wanted because of a language barrier. It took forever to get our food. The food, although had a good taste, it was mediocre at best. My beef dish was rather hard to chew on. The portions were not that big. It also took a bit to get our check, even though it was not busy. 

The decor of the restaurant is chic, which made the time I was waiting for my meal and check, bearable.

I will not be going back there. Boston is full of better restaurants with superior service.",-1
"421",1,"Slow as hell, unorganized, always a line. How about waiting 4 hours for a prescription getting home and realizing they forgot one!!",-1
"422",2,"I'm surprised. I usually love coming to Jaho but the one time I went with my 3 friends to show them the place an employee told us that we need to order something ""it's not just a place for free WiFi"". We were doing work on our laptops waiting for the right moment to order drinks. I've never experienced this at another coffee shop and am disappointed.",-1
"423",1,"i really like this place a lot, and my meat-eating boyfriend does, too. the lunch special can't be beat (a spring roll, a bowl of soup, and an entree for less than $10).  their hot & sour soup is the best!

ETA as of 12/06, this place has changed their name and menu and now they serve meat. and no longer have a lunch special. WTF?",-1
"424",1,"I decided to head to Pelons to grab a drink and a snack before the Yeasayer show at Stubbs last week. The bar/patio area filled up quickly bc everyone else had the same fun idea before the show! Pelons was so unprepared that it was obviously they had no clue of the Stubbs schedule. Way to go management! People including myself were waiting 40 + minutes for drinks and even longer for food.  The one waitress in the outdoor bar area was desperately in the weeds, darting around delivering ""sorry's"" to everyone instead of drinks, food, or tabs. I finally ended up canceling my orders and left hungry and thirsty.
When you decide to open up a cool looking joint right across the street from one of the most popular and respected venues in Texas, you should do your research. Last night, you could tell that everyone walking in was eager and excited to make Pelons their new favorite restaurant/preshow bar! Austinites love nothing more than to rave about a new favorite ""hang"". How can you take that opportunity for granted?! It's crazy!
I feel like Pelons needs new management. Oh and heads up.. Sxsw 2013 is March 8th through the 17th. Good luck!",-1
"425",1,"If I could give this place zero stars I would. The waitress I had was sweet & attentive, but the manager with the dreads was super rude. I got spinach & artichoke dip & the chips were stale, my friend got the chicken & waffles & the waffle wasn't cooked. I will not be coming back to this place & will advise friends not to come.",-1
"426",2,"Always hoping to find a good new restaurant west of Portland, I was extremely disappointed by Degarios.  The service was simply terrible.  Drink orders were taken and arrived in a timely manner.  Waiters took our orders for both appetizers and dinner entrees.  Sadly, we then waited almost an hour to see any food.  Nothing (and no explanations or bread as compensation for the slow kitchen.)  When it finally arrived, the food was okay but definitely not exceptional.  

My sense was that the waiters (and kitchen?) were inexperienced and not up to the task of managing a good restaurant.  Hopefully they will improve with time.  (As for the reviewer who said there aren't other Italian restaurants in the area, try Pasta Pronto....)",-1
"427",1,"SLOW and ignorant staff who could care less! 

We went today and ordered at the window and after the third time repeating the order they got it right. We pull up and pay and still the food is not ready so have to wait a few minutes for them to surface when they wave us around to pick up the order at the drive up closed window. They still forgot to give us the coke so we get their attn and finally got the coke. This place is falling apart fast. I give them months before McDonald's takes all the customers. STAY AWAY from this hole in the wall!",-1
"428",1,"My girlfriend and I moved from Atlanta, GA to Boulder back in August. We chose Solana 3100 because of the amenities and the fact that it was a non-smoking residence. My girlfriend was 3 months pregnant when we moved in so the luxurious amenities and the fact Solana was a ""smoke-free"" residence was very appealing to us. We worked with Rachael Cooper during the leasing process and were told we could rent 2 parking spaces and would be able to cancel our lease for a $600 penalty, if needed (we're expecting an addition to our family in March so we planned to either buy a house or move into a bigger apartment before that time). After a 3 day drive to CO we were informed by Rachael that we couldn't have 2 spaces, but were offered a tandem space instead. This was fine with us, but we were only allowed 1 clicker to open the gate. So everyday one of us would park on the street or in guest parking until the other arrived and then would move the cars into our spot. Brittney, the manager, did eventually accommodate us with a second clicker a few days ago, for our last few weeks in Solona. 

I'm not a construction guru, but it seems like the place was built quickly to get people in as quick as possible and has several issues. Don't get me wrong, the place is gorgeous, but you pay enough for it to be gorgeous and properly built.  Our first week in, my girlfriend woke up to fiberglass bits in our bed coming from the vent. She had a rash down her leg and we eventually noticed that each of our vents had chunks of fiberglass stuck in them. A few days later construction was working on some pipes above my parking space and left all their materials in my space. I woke up to a flat front left tire and had a similar experience with the same issue a month later. Brittney did offer to reimburse me for the tire. The construction team also does not care to be discreet or accommodating to the residents. One day we were in a rush to the ER and construction had the exit ramp for the parking garage blockaded with a cement truck. Instead of moving up and letting us out they waited until they were finished pouring.

My girlfriend has occasional back pains that come with her pregnancy. Some days it can be painful for her to walk and the elevator is consistently down in our building (2-3 days a week). This isn't a huge ordeal considering we're not on the top floor, but just another inconvenience to note. 

The ""smoke-free"" residence turned out to be a advertising ploy. Not exaggerating, our place smells like weed 4 days a week. I'm all for legalization, but I have a pregnant girlfriend in the home and do not care to expose her to the smoke/smell. After a couple months of complaining we decided it was best for us to cancel our lease and move-out. That $600 cancellation fee that Rachael told us about was off by a solid $3,000.00. It's going to cost us $3,600 to move out of a place that promised us the luxuries and conveniences, but delivered us none of the above.

Finally, before we move out we are hit with the temperature falling below freezing and a heater that can not get our place above 60.  This is the first week we've had to use our heater so I assume this was just another construction short-cut. We've been sleeping fully clothed in thermals the past couple of nights waiting for an HVAC technician.

I understand that the staff has no control over most of the issues and do not hold them accountable for the problems with Solona (except for the lease fee), but I would not recommend living here.",-1
"429",2,"Atmosphere is ultra modern consisting of concrete and some wood.   UBC location was great.   Food was good but not cheap.   Menu prices are high, because of this we did not order appies.  Main course was yummy but quantity was small.   As a previous reviewers stated it ""was a dining light"" experience with a ""expensive dinner menu.""   You are essentially paying for a sustainability and fresh themed menu.

I would not rush back.",-1
"430",1,"Crap costumer service, tried to go in twice, sat there for a good few minutes before anyone came over. Completely demeaning to me. Was told gonna take 4 hours for a battery (I am student, told him have school until 5, literally just stared at me). I have never been to Les Schwann that treated their costumers that way and I have been going to Les Swhwab for years.",-1
"431",1,"Well that was a first: The first time I've ever walked out of a restaurant after getting poor or nonexistent service. Totally unexpected from a restaurant I frequent a few times a year with visitors. I even used to buy restaurant gift certificates for my employees here. And I'm actually not a Service Diva! 

It all started when we walked in at about 7:48pm to a restaurant that is less than half full (they close at 10:00pm). The host walks up to us and, well, maybe he was just having a bad day or maybe this was just one big misunderstanding. 

We ask for a table for 3. He says a statement like ""Just to let you know, we also have full service at our bar."" Apparently none of us knew that was a question. His inflection made it seem like it was an option and if that was something we wanted we could speak up now (at a restaurant with plenty of seating). Was he trying to steer our party to sit at the bar in a restaurant that has plenty of seating available? Anyway.. 

We stand there in a silent stalemate for about 10 seconds. He then peers down at us and projected an irritated facial expression and emphatic condescending tone ""So would you like to sit at the bar?""

Wow I've seen that face and heard that tone of voice before!! It's how my dad's girlfriend talks to anyone when she is short on her pain meds. Such a pleasure!

I respond ""uhhhh no"". So he picks up some menus and walks over to a table and we were seated.

At this point I thought it was over. Then, we waited a little over 10 minutes without water. We did get an acknowledgement from a different waitress who didn't say anything like ""Sorry for the wait"" or ""let me flag down your server"" it was more like ""SoandSo will be serving you but what would you like to drink?"". We ordered a bottle of wine. 5 minutes later, no drinks, still no water, and SoandSo was not giving us any time. I think we left at about 8:05pm and walked to a different restaurant.

We were probably the youngest patrons there. Was that an issue? Did they assume we wouldn't have a big enough ticket? Apparently they don't know how much we eat and drink, despite our physiques. 

Were they short staffed? It didn't seem so. One of the servers was in a pretty engaged conversation with another party for about 5 minutes of our wait and our annoyed host was yakking it up with people in the back.

I still wonder with the host -- is there something we did to him? 

I'm going to miss their amazing caesar salad, the brunch vibe, the corn bread 'n butter, the drinks (those Peach Bellinis after a hot walk mmm!), the eclectic unique southern menu with a twist, but I won't be going back there again for personal or professional events.",-1
"432",1,"I was lied to about more than one thing on my first and only visit in April. A simple oil change and state inspection with a scheduled appointment is apparently too much for the lazy techs to handle. I wasn't even waiting for my car - I left it for hours.

I was lied to about there being a check engine light on and a code being thrown, and then they claimed they cleared it (without telling me what the code was or calling me) therefore they couldn't do the inspection, nor could I try to remedy whatever was ""wrong"" with my car. My 4 year old car had no check engine light or warning light of any kind when I left it (and drove it there from South Austin) and no code or light ever came on after that (it's been over 3 months now). To top it off, while I was still in their parking lot, OnStar got a clean read off my car and told me no code had been thrown that day. I was also told they drove my car around for a while to see if the light would come back on, but not even ONE mile was added to my odometer. When I told the manager this, he had nothing to say other than the tech ""exaggerated"" how far he'd driven, and wasn't the least bit apologetic. He didn't charge me for the inspection like he should have, so he obviously knew it was a lie. And he made it out like he was doing ME a favor. To top it off, they couldn't even do something as simple as fill the tires with air and reset the oil life percentage.

My first sign to turn and leave should have been when I was dropping the car off, and when I told the service advisor that the tire quote was too expensive and I couldn't afford it right now, his response was ""of course you can't"". 

I don't know if they thought because I was a young looking woman they could take advantage of me or what. But the bottom line is these guys are liars and crooks. Take your business elsewhere.",-1
"433",1,"ghetto!! DIRTY!!!! The water is disgusting. Avoid this place.",-1
"434",2,"I'm a sandwich guy. I live for a good sandwich. I love pork also, with a passion. Their porchetta sandwich was gross, basically it was a pork fat sandwich. I couldn't even eat it. Everyone on here rants and raves about it but me and my girlfriend were both disgusted. It was also expensive for a plain sandwich. Hubbub on Hornbys pork sandwich slays over meat and breads anyday. All I have to say good was the salsa verde had good flavor and the sugar cane cola was tasty. Will not go back for a pork sandwich there ever again. That was my first experience there.",-1
"435",2,"I've been to food fight quite a few times and have been generally satisfied and being vegan it is nice to buy anything in the the store. However I've been in recently at least five times looking for a certain salad dressing. Out of 5 times I've found it twice but usually it's out of stock. This may or may not be their fault as vendors often have there own problems with stocking things. My problem with food fight was the last time I'd gone in to see about the salad dressing they were out yet again and the owner remembered me and let me know they were still out but she didn't seem to know when it was order or if was even ordered. Basically she not only had no idea what the deal was and more importantly was basically like 'I don't know what to tell ya'  I mean I don't expect much in the way of customer service but if you remember someone coming in several times without finding what they want I feel like she should have at least maybe takin my number and maybe let me know when someone else that might have an idea of what is going on at the store to call me or something?! I dunno it's just lame to be like 'to bad, don't know what to tell ya.""  So I just went to new seasons where they also were out of stock but the guy not only ordered me a case but also gave me a little discount for my trouble! That's customer service!",-1
"436",1,"This visit confirmed that qdoba is better every day of the week. Also, not kid friendly, no changing station, ridiculous rules for getting a ""side"", can't move the tables to accommodate groups, and finally 10 bucks for the smallest of portions.",-1
"437",1,"I got service done for my car today. I came from work and had to wait there for 2 hours for nothing. I went to get my airbags checks because the light came on. Turns out nothing was wrong but as I was driving the light came on again. Wasted my time and money there. The consultant I worked with was not friendly at all. I have to go back there and get it fixed. Another wasted time after work when I could be relaxing at home. I suggest people not go here unless they want to be treated like dirt.",-1
"438",2,"As a noob boulder-er (Level B - 2), this place was kind of small compared to The Circuit in NE, so it didn't take a very long time to try all of the easier routes. If you're a newbie, go to the NE one instead!",-1
"439",2,"This place is huge. And the lines are long. Don't worry after a few months, the place will be empty. Too bad. The decor looks modern and spiffy, and I love the space. 

Speaking of long lines, that is one problem of this place. When I arrived, the line was through the door. Yet the restaurant looked empty. They weren't doing a good job processing the orders fast enough. It looks like they're using the Taqueria Del Sol's approach to ordering. It felt like I was getting into some exclusive night club in LA. 

After waiting in line for a bit, you finally get to order. I ordered the Guacamotle. They tell me if it's okay if the burger is cooked medium well. I should've said, ""NO! medium rare!"" Oh well. I got sweet potato fries as my side. 

They give you these buzzer pagers to get your order. But the servers bring the food to you. What's the point? They should just give us a card with a big number on it so the servers can see it. The servers were confused and mixed up our orders. 

So how was my burger? It was Meh. It reminded me of a 5 Guys Burger. And no, that's not a good thing. They overcooked my meat to hell. It looked and tasted like a tough, flavorless hockey puck. They didn't cook it to medium well, they cooked it well done. They probably mashed the juices out too.

Putting guacamole and aioli sauce on my burger doesn't make the meat any juicier or tastier. If the meat isn't cooked correctly, it ruins the entire burger--no matter how much junk you put in the burger itself. 

My burger, fries and drink cost about $11. That's getting to premium burger territory where I can go to Farm, Yeah!, or Flip and get a better burger. 

They have a good concept going. And the area needs a good burger place. Too bad Grub Bar Bar doesn't provide that. I suggest asking costumers what temp to cook the burgers. Sure it might make things complicated for the cooks, but that's their job. Also, I suggest adding a 3rd cashier to move the line faster.",-1
"440",2,"There are only two reasons to go to this place: 

1. You don't have a lot of time for a lunch break, and whatever it's healthy and you'll probably be full.

2. You have bad taste buds and are therefore a bad person.

Every time I've been here I've been hit with wafts of average in every bite. There's nothing offensive about any of the ingredients or anything and they seem fresh enough, but whether I get a soup, a wrap, or a salad. It's not that good. You're probably wondering ""Hey Edba, why would you come here so often???"". A lot of the aforementioned reason 1 and sometimes indirectly (I have evil, average-loving coworkers) reason 2. Seriously, stay away. There is just far better Mediterranean fare nearby (Zo and Piperi come to mind; give those a shot).",-1
"441",1,"Waiting to be seated and they tell us 20 min wait. No big deal it's Father's Day. However .... I went to the washroom  while waiting and there are 10 empty tables and 4 tables waiting to be cleaned .... 2 of the tables we watched the people leave 10 mins ago. When I asked the hostess she said it was because the kitchen was busy.  I can see the kitchen from where I am waiting and the have 2 orders  
Meanwhile the hostess and what appears to be a manager is walking around trying to look busy 

In the meantime there are 20 people waiting to be seated. 
Wow can't believe how much this place has gone downhill",-1
"442",2,"Many pros and cons, but considering we are in Boston, the city of classical music and prestigious music schools, please try other shops too.
First I came for convenience sake, and found the shop to be great. Friendly owner, many instruments and all services, and an adorable dog:) but after a while I stopped coming. For a few good reasons:
He tries to sell you everything, even though you're only there for 5 min. I have tried so many violins there but I only went for simple services. What he does is leave you in a room trying stuff that you have no intentions of buying, and go deal with other customers.
He does not handle your instrument with care. I got my sound post adjusted and warned him about my violin's thin varnish, but he still jammed his tools in without paying attention. Once I left it there for varnish touch ups and I am sure he didn't see most of the scratched before giving it back to me. 
Not willing to negotiate prices on instruments for sale
Pros: great adjustment of sound and convenient!

If you Have tons of time on your hands, go and chat. But I go to reunings, not because I don't support small businesses, but reunings gets your requests done in a timely manner, no bullshit",-1
"443",2,"Lunch with clients here on 27 July.  Service was very attentive.  Vegetarian version of Cobb Salad was good.  But there was lipstick on my water glass.  Gross.",-1
"444",2,"We have been fans of the reality tv show so when my wife and I were in Hingham,  we had our hearts set on having a famous wahlburgers burger. I am super bummed to report that the food was subpar! The burgers were expensive and small which is never a good thing. My wife had the thanksgiving burger and it was dry and over run with sage. The service was awful. We had to wait at the door, mind you the place was empty, for a staff person to point in a general direction for us to go order our food at the counter and then seat ourselves. Overall this place is great if you want to take a picture but definitely not to eat!",-1
"445",2,"*now located on Sw 5th & Salmon
I use to love eating lunch here until the girl with an attitude started running it on a regular basis; small frame, brown hair, is her name Rachel? I could be wrong about her name. She claims to have ""the best job in the world"" but seems to hate her life. I'll still stop by but only if someone else is working that day or I'll walk down to the cart by the square. Bring back the friendliness!!!",-1
"446",2,"i removed a previously written review in light of the fact that i recieved an email from a rouge employee apologizing for my experience which was nice and very proffesional.

 However i still do not suggest rouge as a place to go if you are fair skinned and are looking for a natural look. 50 dollars to get your makeup applied when the girl doesnt even listen to what you really want is unfair. It seems like alot of the people on here have had a good experience however i dont know what type of makeup they wear. Most people that go to get their makeup done want to look very done up. otherwise why not just do it at home. I guess if u are doing wedding makeup (although id really like to see an example of nautural makeup done for a wedding...maybe you guys could post some pics on your websites of a few different skin types.) then its an ok place to go. ALL i was saying is when i ask for no foundation and just coverup on any redness and undereye circles and just blush and mascara...DONT insist and then without my permission draw on pinup like eyebrows and a cateye as thick as my pinky finger. I just felt like i had no say in what i wanted and for 50 dollars i should be able to get whatever i want. Maybe the girl who did my makeup doesnt work there anymore as it seems the owners take their trade very seriously. In no way was i saying anyone was mean or unproffesional but being in the nursing field i know that the patient/customer is always right so if i am paying for you to do my makeup and u have every color and everytype of palate to work with why not take the time to make sure your customers are happy. I was completley rushed through my appointment. i am a very nice patient person but i left there soooo dissapointed in a place that had me sooo excited to go to.Its very pretty and clean in there. Just saying be careful if u are a light makeup person and just make sure u speak up and say what u want and hopefully youl have a better experience than i did.",-1
"447",2,"We tried to eat in - we ordered and then sat down at a table. However, it didn't really seem like you were supposed to stay; they gave us our food in to-go boxes. So we put it in a bag and went home, considering that I live two blocks away.

The food (I got a nameless chicken dish) was completely uninspired; in fact, I prefer the stuff from the food trucks. I would go so far as to say that the pad thai was disgusting. Everything was actually fairly expensive considering the quality - I paid $10 here versus $4 for a superior meal from a food truck. Stay away.",-1
